Average,3.2,3.4,3.58,3.72,4.06,4.16,4.24,4.32,4.4,4.44,4.54,4.54,4.64,4.74,4.8,4.96,5.14,5.14,5.3,5.32,5.4,5.42,5.48,5.58,5.58,5.6,5.64,5.68,5.78,5.82,5.84,5.9,5.96,5.98,5.98,6.08,6.16,6.32,6.36,6.42,6.42,6.5,6.58,6.6,6.62,6.64,6.74,6.74,6.82,6.84,6.86,6.92,7.12,7.18,7.28,7.4,7.42,7.44,7.44,7.54,7.58,7.62,7.64,7.66,7.72,7.84,7.86,7.86,7.98,7.98,8.02,8.08,8.16,8.16,8.16,8.22,8.22,8.38,8.4,8.42,8.44,8.44,8.48,8.52,8.54,8.56,8.58,8.62,8.62,8.66,8.68,8.7,8.74,8.8,8.82,8.82,8.84,8.84,8.86,8.86,8.88,8.98,8.98,9,9.04,9.08,9.1,9.1,9.12,9.12,9.14,9.16,9.18,9.3,9.32,9.34,9.4,9.42,9.44,9.44,9.44,9.46,9.46,9.5,9.5,9.52,9.56,9.58,9.58,9.6,9.66,9.72,9.72,9.78,9.78,9.78,9.78,9.84,9.84,9.86,9.9,9.94,9.96,10,10.04,10.04,10.04,10.06,10.08,10.08,10.08,10.1,10.14,10.18,10.18,10.18,10.18,10.18,10.22,10.22,10.22,10.22,10.24,10.28,10.32,10.32,10.34,10.34,10.34,10.36,10.36,10.36,10.4,10.4,10.4,10.42,10.44,10.46,10.48,10.5,10.52,10.52,10.54,10.54,10.58,10.58,10.58,10.62,10.62,10.62,10.64,10.64,10.66,10.68,10.68,10.7,10.72,10.72,10.78,10.78,10.82,10.84,10.86,10.88,10.88,10.88,10.88,10.9,10.92,10.96,10.96,10.98,11,11.04,11.08,11.08,11.08,11.08,11.14,11.14,11.14,11.18,11.22,11.22,11.28,11.3,11.38,11.38,11.38,11.38,11.42,11.42,11.42,11.48,11.5,11.5,11.5,11.5,11.52,11.52,11.52,11.54,11.54,11.56,11.56,11.58,11.66,11.68,11.68,11.68,11.68,11.68,11.68,11.68,11.7,11.76,11.76,11.76,11.78,11.8,11.8,11.84,11.86,11.86,11.86,11.88,11.88,11.88,11.88,11.96,11.96,11.98,12,12,12.02,12.06,12.1,12.1,12.14,12.14,12.14,12.14,12.14,12.14,12.14,12.18,12.22,12.22,12.28,12.3,12.3,12.32,12.32,12.32,12.34,12.34,12.34,12.34,12.34,12.34,12.34,12.36,12.36,12.36,12.46,12.54,12.54,12.56,12.56,12.56,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.6,12.6,12.66,12.66,12.7,12.7,12.72,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.76,12.76,12.76,12.76,12.76,12.8,12.82,12.86,12.88,12.88,12.88,12.88,12.9,12.9,12.9,12.9,12.9,12.94,12.94,12.96,12.96,12.98,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.04,13.06,13.06,13.1,13.2,13.2,13.22,13.22,13.26,13.32,13.32,13.32,13.32,13.32,13.34,13.34,13.34,13.34,13.34,13.34,13.34,13.34,13.38,13.4,13.4,13.4,13.4,13.42,13.46,13.46,13.46,13.46,13.46,13.46,13.48,13.52,13.52,13.52,13.52,13.52,13.52,13.54,13.54,13.54,13.56,13.56,13.6,13.64,13.7,13.7,13.72,13.72,13.72,13.74,13.74,13.74,13.74,13.76,13.76,13.76,13.8,13.8,13.8,13.8,13.8,13.8,13.84,13.86,13.86,13.86,13.9,13.9,13.9,13.9,13.9,13.9,13.94,13.94,13.94,13.94,13.94,13.96,13.96,13.96,13.96,13.98,14,14,14,14,14,14,14,14,14,14,14.02,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.06,14.06,14.06,14.06,14.06,14.06,14.06,14.1,14.1,14.12,14.12,14.12,14.14,14.14,14.2,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.26,14.26,14.26,14.26,14.26,14.28,14.28,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.32,14.36,14.36,14.38,14.38,14.38,14.38,14.38,14.38,14.4,14.4,14.4,14.4,14.42,14.44,14.46,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.5,14.5,14.52,14.52,14.52,14.52,14.56,14.58,14.62,14.62,14.66,14.66,14.66,14.66,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.7,14.7,14.7,14.7,14.7,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.72,14.74,14.76,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.8,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.82,14.84,14.84,14.88,14.88,14.88,14.88,14.88,14.92,14.92,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.98,14.98,14.98,14.98,14.98,14.98,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.08,15.08,15.08,15.1,15.1,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.16,15.16,15.16,15.16,15.18,15.18,15.18,15.18,15.18,15.18,15.2,15.2,15.2,15.22,15.22,15.22,15.22,15.22,15.24,15.26,15.28,15.28,15.28,15.32,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.4,15.42,15.42,15.42,15.42,15.42,15.42,15.42,15.42,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.46,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.52,15.54,15.54,15.54,15.54,15.54,15.54,15.58,15.58,15.58,15.58,15.58,15.58,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.66,15.66,15.66,15.66,15.66,15.68,15.68,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.76,15.76,15.76,15.76,15.76,15.76,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.86,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.94,15.94,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,16,16,16,16,16,16,16,16,16,16,16,16.02,16.02,16.04,16.04,16.04,16.04,16.04,16.04,16.04,16.04,16.04,16.04,16.06,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.16,16.16,16.18,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.32,16.32,16.32,16.32,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.44,16.44,16.44,16.44,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.52,16.52,16.52,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.56,16.62,16.62,16.62,16.62,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.66,16.68,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.76,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82
Sum of Val,160,170,179,186,203,208,212,216,220,222,227,227,232,237,240,248,257,257,265,266,270,271,274,279,279,280,282,284,289,291,292,295,298,299,299,304,308,316,318,321,321,325,329,330,331,332,337,337,341,342,343,346,356,359,364,370,371,372,372,377,379,381,382,383,386,392,393,393,399,399,401,404,408,408,408,411,411,419,420,421,422,422,424,426,427,428,429,431,431,433,434,435,437,440,441,441,442,442,443,443,444,449,449,450,452,454,455,455,456,456,457,458,459,465,466,467,470,471,472,472,472,473,473,475,475,476,478,479,479,480,483,486,486,489,489,489,489,492,492,493,495,497,498,500,502,502,502,503,504,504,504,505,507,509,509,509,509,509,511,511,511,511,512,514,516,516,517,517,517,518,518,518,520,520,520,521,522,523,524,525,526,526,527,527,529,529,529,531,531,531,532,532,533,534,534,535,536,536,539,539,541,542,543,544,544,544,544,545,546,548,548,549,550,552,554,554,554,554,557,557,557,559,561,561,564,565,569,569,569,569,571,571,571,574,575,575,575,575,576,576,576,577,577,578,578,579,583,584,584,584,584,584,584,584,585,588,588,588,589,590,590,592,593,593,593,594,594,594,594,598,598,599,600,600,601,603,605,605,607,607,607,607,607,607,607,609,611,611,614,615,615,616,616,616,617,617,617,617,617,617,617,618,618,618,623,627,627,628,628,628,629,629,629,629,629,629,629,629,629,629,629,629,629,630,630,633,633,635,635,636,637,637,637,637,637,637,637,637,637,637,637,637,638,638,638,638,638,640,641,643,644,644,644,644,645,645,645,645,645,647,647,648,648,649,652,652,652,652,652,652,652,652,653,653,655,660,660,661,661,663,666,666,666,666,666,667,667,667,667,667,667,667,667,669,670,670,670,670,671,673,673,673,673,673,673,674,676,676,676,676,676,676,677,677,677,678,678,680,682,685,685,686,686,686,687,687,687,687,688,688,688,690,690,690,690,690,690,692,693,693,693,695,695,695,695,695,695,697,697,697,697,697,698,698,698,698,699,700,700,700,700,700,700,700,700,700,700,701,702,702,702,702,702,702,702,702,703,703,703,703,703,703,703,705,705,706,706,706,707,707,710,711,711,711,711,711,711,711,711,711,711,713,713,713,713,713,714,714,715,715,715,715,715,715,715,715,715,716,718,718,719,719,719,719,719,719,720,720,720,720,721,722,723,724,724,724,724,724,724,724,724,724,724,724,724,725,725,726,726,726,726,728,729,731,731,733,733,733,733,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,735,735,735,735,735,736,736,736,736,736,736,736,736,736,737,738,739,739,739,739,739,739,739,739,740,741,741,741,741,741,741,741,741,741,741,741,741,741,741,742,742,744,744,744,744,744,746,746,748,748,748,748,748,748,748,748,749,749,749,749,749,749,752,752,752,752,752,752,752,752,752,752,754,754,754,755,755,756,756,756,756,756,756,756,756,756,757,757,757,757,757,757,757,757,757,757,758,758,758,758,759,759,759,759,759,759,760,760,760,761,761,761,761,761,762,763,764,764,764,766,767,767,767,767,767,767,767,767,767,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,770,771,771,771,771,771,771,771,771,772,772,772,772,772,772,772,772,772,772,772,773,773,773,773,773,773,773,773,773,773,773,773,773,773,774,774,774,774,774,774,774,774,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,776,776,776,776,776,776,776,776,776,776,776,776,776,777,777,777,777,777,777,779,779,779,779,779,779,780,780,780,780,780,780,780,780,780,780,780,780,782,782,782,782,782,782,782,782,782,782,782,783,783,783,783,783,784,784,785,785,785,785,785,785,785,787,787,787,787,787,787,787,787,787,787,787,787,787,788,788,788,788,788,788,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,792,792,792,792,792,792,792,792,793,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,796,796,796,796,796,796,796,796,796,796,796,796,796,796,797,797,798,798,798,798,798,798,798,798,798,798,798,798,798,800,800,800,800,800,800,800,800,800,800,800,801,801,802,802,802,802,802,802,802,802,802,802,803,804,804,804,804,804,804,804,804,804,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,808,808,809,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,816,816,816,816,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,818,818,818,818,818,818,818,818,818,818,818,818,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,822,822,822,822,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,826,826,826,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,831,831,831,831,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,834,835,835,835,835,835,835,835,835,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841
